肩もんであげよう (・〓・)ｒ(*v.v)ｒ ありがとぉ,happy smile glad cheerful joy cheer up encourage support you got this fight
肩もんであげよう (o|o)ｒ(*v.v)ｒ ありがとぉ,happy smile glad cheerful joy cheer up encourage support you got this fight
肩もんであげよう (・ρ・)ｒ(*v.v)ｒ ありがとぉ,happy smile glad cheerful joy cheer up encourage support you got this fight
火火火火火火火火炎炎炎o・_・州o炎炎炎　ファイヤァ！！,angry mad rage furious annoyed
さらばぁじゃ どろん！！ |_・州　｜・州　｜州　※パッ,happy smile glad cheerful joy greeting hello hi wave welcome goodbye bye farewell see you
州￣_￣州ニヤリ州￣￣_￣￣州ニヤリ州￣￣￣_￣￣￣州ニヤリ,device phone computer gadget
ウリャ(*｀ー´)ノ∝∝∝∝∝∝∝∝⇒》o￣*)/グサッ!!,happy smile glad cheerful joy greeting hello hi wave welcome
(／＼)チャチャチャ(／＼)チャチャチャチャ ＼(^o^)／ハッ,happy smile glad cheerful joy celebrate congrats party cheers hooray dance dancing groove boogie
スパークＧＯＧＯ州 -_-州_┏━∝∝∝∝※(#+_+)熱いよお,angry mad rage furious annoyed
オラオラオラオラ (三・o・)三☆三(｀ε´三)無駄無駄無駄無駄,sparkle shine glitter star
ｵﾗｵﾗｵﾗｵﾗ (三・o・)三☆三(｀ε´三)無駄無駄無駄無駄,sparkle shine glitter star
ﾛﾝ!!(*￣ ￣)/☆圃圃圃圖圖圖圀圀圀囗囗囗圄圄ﾊﾟﾀｯ!!,sparkle shine glitter star
駄目━拒否━禁止━却下━ヽ(#ﾟДﾟ)ﾉ━却下━禁止━拒否━駄目,excited hype thrilled pumped yay
オメットイクモウザイ(*￣ー￣)r鹵~＜巛巛巛 川￣ー￣川フサフサ♪,happy smile glad cheerful joy greeting hello hi wave welcome
ロン！／(≡ -　x　-≡)＼o圀圀圀固固固圈圈圈圖圖圖團o パタリ,device phone computer gadget
ロン！((= - ェ -=))o圀圀圀固固固圈圈圈圖圖圖團o パタリ,device phone computer gadget
ロン！⊂((〃 -⊥-〃))⊃o圀圀圀固固固圈圈圈圖圖圖團o パタリ,device phone computer gadget
ロン!!(*'(ェ)')o圀圀圀圄圄圄回回回圖圖圖團o パタリ...,device phone computer gadget
うあﾞぁあ ･ﾟ･(´Д⊂ヽ･ﾟ･ あﾞぁあぁﾞああぁぁうあﾞぁあﾞぁぁ,sad unhappy down gloomy depressed
国士13面ﾂﾓ!!(vＴ∇Ｔ)ﾉ国 圏固口図団囹國圍圓團国園囿 ﾊﾟﾀﾝ,happy smile glad cheerful joy
おめでたサリンスプレー∪・ ェ ・∪ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー∈(・●・)∋ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(・(エ)・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(・┏Д┓・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(・ x ・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー／(・ω・)＼ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
ﾜｯｾﾜｯｾ┳━┳ﾐﾐ＼(-_-;;) ﾁｬﾝﾄｶﾀﾂﾞｹﾃｵｶﾅｲﾄﾈ･･,
ヒイィィ！！{{|o*)ノ|}}≒≒≒≒≒≒≒≒≒≒ヾ州゜_ ゜州魔閃光！！,angry mad rage furious annoyed
オメットファイヤー！！( ・ω・)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ΦwΦ)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ・Ω・)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ￣w￣)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ・_・)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ・Θ・)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ⌒_⌒)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！< ’◇’>ｒ鹵~＜火火火炎炎炎*_* >ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( 0\0)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ・皿・)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ≧_≦)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( '_')ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ・∀・)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ∩_∩)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ￣_￣)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ・ё・)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！川 ・皿・川ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ё_ё)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ・.・)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ΘェΘ)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ・⊇・)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！| ・_・|ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！【 ・▽・】ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ・!・)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ▼_▼)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ・ж・)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ・〓・)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( o|o)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
オメットファイヤー！！( ・ρ・)ｒ鹵~＜火火火炎炎炎*_* )ヤケテルヤケテル,happy smile glad cheerful joy greeting hello hi wave welcome
。。。。。。。。タッッタッタッタッタッタタタタタタタ!(;ーー)ノノ ニゲロ~~,shy blush bashful timid
ネピュラチェーン!(￢_￢)ノ○∝∝∝∝∝∝∝∝∝∝∝∝∝∝△。・:*○┼< バキ!!,drooling drool hungry want craving
消毒しなくちゃ ( ・_・)r鹵~＜滅菌滅菌滅菌滅菌(°□°;;)ノ俺はバイ菌かぁ,
頼むから黙っててくれ！（Ｔ．ゝＴ）／（￢Ｏゝ￢）いいのかなぁ？そんなこと言って,drooling drool hungry want craving
ヾ(● ”▽”)ノ【放水開始】．。ｏ○水水水水水水水水水水水水水水水水．。ｏ○,sleepy sleep drowsy nap zzz
ヾ(● ”▽”)ﾉ【放水開始】．。ｏ○水水水水水水水水水水水水水水水水．。ｏ○,sleepy sleep drowsy nap zzz
おめでたサリンスプレー(・＠＠・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
( ゜ρ゜)＜ 囗囗囗囮囮囮囹囹囹[4][5][6]圉圉　サンアンコー,drooling drool hungry want craving
そ、そんなことないよ（⌒ι。⌒；）＼（￣⊂。￣）おまえ俺と似てないか？,shy blush bashful timid
オメデタ フブキ ヒュゥゥウウ (*｀◇)＜氷氷氷氷≧∇≦) ヒヤッ!,happy smile glad cheerful joy greeting hello hi wave welcome
富士山へGO!　／~＼ ・・・λλλλ￣■￣λλλλλ￣■￣λλλλλ,
ﾀｲﾘｮｳﾀﾞ♪(oﾟｰﾟ)o＜爻爻爻爻爻爻爻爻>ﾟ)))彡爻爻爻爻爻,surprised shocked shock wow startled
フリテン 囗囗囗固固固圈圈圈囚圀 Σ／(≡ノ°　x　°≡)＼ノハウッ！,device phone computer gadget
フリテン 囗囗囗固固固圈圈圈囚圀 Σ((=ノ° ェ °=))ノハウッ！,device phone computer gadget
フリテン 囗囗囗固固固圈圈圈囚圀 Σ⊂((〃ノ°⊥°〃))⊃ノハウッ！,device phone computer gadget
。。。。。。。。タッッタッタッタッタッタタタタタタタ!( 。・・)ノノ,
ナンダチミハッ<(￣Д￣_)(_￣Д￣)>ナンダチミハッテカダンス,happy smile glad cheerful joy celebrate congrats party cheers hooray dance dancing groove boogie
ツモ！( ￣▽￣)o圀圀圀圄圄圄回回回圖圖圖團團o ﾊﾟﾀﾘ...,happy smile glad cheerful joy device phone computer gadget
ロン！(= -(●●)-=)o圀圀圀固固固圈圈圈圖圖圖團o パタリ,device phone computer gadget
ｱﾋｬﾋｬﾋｬﾋｬ ﾍ(ﾟ∀ﾟﾍ)(ﾉﾟ∀ﾟ)ﾉ ﾋｬﾋｬﾋｬﾋｬ,happy smile glad cheerful joy
オラオラオラオラ（三・o・）三☆三（｀ε´三）無駄無駄無駄無駄,happy smile glad cheerful joy greeting hello hi wave welcome sparkle shine glitter star
オメットスプレー!!( ・_・)ｒ鹵～　アレ? ガスガキレタ!,happy smile glad cheerful joy greeting hello hi wave welcome
／(≡・　x　・≡)＼ノ ＆＆＆＆＆[集団体育座り]＆＆＆＆＆,doubt suspicious skeptical hmm side eye
((=・ ェ ・=))ノ ＆＆＆＆＆[集団体育座り]＆＆＆＆＆,doubt suspicious skeptical hmm side eye
⊂((〃'⊥'〃))⊃ノ ＆＆＆＆＆[集団体育座り]＆＆＆＆＆,doubt suspicious skeptical hmm side eye
ｱﾋｬﾋｬﾋｬ(ﾟ∀ﾟ)ﾋｬﾋｬ(　ﾟ∀)ﾋｬﾋｬﾋｬ(　　ﾟ)ﾋｬﾋｬ(　　)ﾋｬﾋｬ(ﾟ　　)ﾋｬﾋｬ(∀ﾟ　)ﾋｬ,happy smile glad cheerful joy
.°(ಗдಗ。)°.ｳﾜｧｧｧｧﾝｱﾘｶﾞﾄｫｫｫｫｳ(),happy smile glad cheerful joy greeting hello hi wave welcome
ぎゃははははははは ＿(￣ρ◎;)ノ彡゜。・ニチャニチャ！,
ワッセワッセ(/-.-)/┳┳イケマセンイケマセン・・,
ﾜｯｾﾜｯｾ(/-.-)/┳┳ｲｹﾏｾﾝｲｹﾏｾﾝ･･,
ﾜｯｾﾜｯｾ(/-.-)/┳┳ｲｹﾏｾﾝｲｹﾏｾﾝ・・,
グラサン加藤茶 ▼▼ヽ(◎ω◎*)~チョットダケヨ～♪,
(╭☞•́⍛•̀)╭☞それなぁぁぁぁぁぁぁぁぁぁー,pointing point this look at that's me
ぐりぐり (`ヘ日＼(▼▼メ) これが見えないのか,cool confident swag badass slick
"トランクスフリフリ ∪ ・ ェ ・∪ノ凹""バイバイ",happy smile glad cheerful joy greeting hello hi wave welcome goodbye bye farewell see you
"トランクスフリフリ ∈( ・●・)∋ノ凹""バイバイ",happy smile glad cheerful joy greeting hello hi wave welcome goodbye bye farewell see you
"トランクスフリフリ ( ・(エ)・)ノ凹""バイバイ",happy smile glad cheerful joy greeting hello hi wave welcome goodbye bye farewell see you
"トランクスフリフリ ( ・┏Д┓・)ノ凹""バイバイ",happy smile glad cheerful joy greeting hello hi wave welcome goodbye bye farewell see you
"トランクスフリフリ ( ・ x ・)ノ凹""バイバイ",happy smile glad cheerful joy greeting hello hi wave welcome goodbye bye farewell see you
"トランクスフリフリ ／( ・ω・)＼ノ凹""バイバイ",happy smile glad cheerful joy greeting hello hi wave welcome goodbye bye farewell see you
／(・　ω　・)＼　ウサギアザラシはウサギアザラシ,cute kawaii adorable sweet lovely animal creature pet
蚊がいるぞヽ州´_`州ノはぁ～～州*人*州パン！！,happy smile glad cheerful joy cheer up encourage support you got this fight
バニブベボイーヾ(￣w￣)ノ　ビーバーバイキンマン,
ニンマリ加藤茶 ヽ(∩ω∩*)~チョットダケヨ～♪,
加藤茶ウサギ (◎ x ◎*)~チョットダケヨ～♪,
＿〆（´△｀；）早くしないと締切に間に合わない～っ,
オー、ワタシニホンゴワカリマセーン　ｗ（＾ｏ＾）Ｗ,confused puzzled lost huh what
＼(%_＼)ワカラナイことは置いといて(／_%)／,
(。δ。δ)ノ~=■°クロキャミフリフリバイバイ♪,happy smile glad cheerful joy goodbye bye farewell see you
ぐりぐり　(｀ヘ日＼(▼▼メ)　これが見えないのか,cool confident swag badass slick
ナニィィィィィィィィィィィ!! (*｀ﾛ´*ﾉ)ﾉ,doubt suspicious skeptical hmm side eye
(´^ω^｀)ﾌﾞﾌｫｫｫｫｫｫｫｫｫｫwww,
バタン♪Ю―(^O^ )ゞ　ただいま戻りました,happy smile glad cheerful joy greeting hello hi wave welcome
~~旦_(。-_-。)これは見事な茶飲みですな,happy smile glad cheerful joy food eating snack hungry drink coffee tea cheers
シュ｡シュッ ｏ=(°°ｄファイティングポーズ,love heart in love affection romantic
シュ。シュッ ｏ=(°°ｄファイティングポーズ,love heart in love affection romantic
"ハンカチフリフリ ( ・＠＠・)ノ◇""バイバイ",happy smile glad cheerful joy greeting hello hi wave welcome goodbye bye farewell see you
o州”>_<州っ＼州｀_´州下克上の時きたり！,device phone computer gadget
ワッセワッセ(/-.-)/┳┳ 麻雀卓元に戻し,
シュ。シュッ　o=(°°dファイティングポーズ,happy smile glad cheerful joy greeting hello hi wave welcome
￣￣旦_(。-_-。)これは見事な湯飲みですな,cool confident swag badass slick
ｲﾗｲﾗｲﾗ(((*`皿´*)))ｲﾗｲﾗｲﾗ,angry mad rage furious annoyed
イライライラ(((*｀皿´*)))イライライラ,angry mad rage furious annoyed
ただいマンモスゥ～＜^ j ^＞パオーン！,happy smile glad cheerful joy greeting hello hi wave welcome
ひらりっ(o(^ー^)o)忍法ムササビの術,
(*⌒▽⌒*)　うひょひょひょひょひょっ♪,happy smile glad cheerful joy
（ノ￣仝￣）ノ わたしはきれいぃぃぃ（謎）,
"おやすみなさい～♪(⌒∇⌒)ノ""フリフリ",sleepy sleep drowsy nap zzz
"おやすみなさい～♪（б∇б）ノ""フリフリ",sleepy sleep drowsy nap zzz
おやすみなさい～♪（⌒∇⌒）ノ””フリフリ,sleepy sleep drowsy nap zzz
"おやすみなさい～♪(⌒∇⌒)ﾉ""ﾌﾘﾌﾘ",sleepy sleep drowsy nap zzz
"(・_・)ノ∞""ブラジャフリフリバイバイ♪",happy smile glad cheerful joy greeting hello hi wave welcome goodbye bye farewell see you
│0　□　0│\0)　仮面ライダーヌリカベ,
│o　□　o│|o)　ウルトラマンヌリカベ,
（・＿・）ノ∞”ブラジャフリフリバイバイ♪,
ヽd´ι｀bノ ワタシニホンゴワカリマセン,confused puzzled lost huh what
ニャハハ☆(δ∇δ☆)(☆δ-δ)☆ヌフフ,happy smile glad cheerful joy sparkle shine glitter star
(ノ^ｏ^)ノ オオオオオオォォォォォ～♪,
"おやすみなさい～♪（・o・）ノ""フリフリ",sleepy sleep drowsy nap zzz
壁]ｌ´▽｀ｌｌｌｌｌｌ）ノこんばんわ～♪,happy smile glad cheerful joy greeting hello hi wave welcome
“〆（▽｀ｌｌｌｌｌｌｖ）めもしておこ～♪,happy smile glad cheerful joy writing note study pen taking notes
日＼（｀へ `）この印籠が目にはいらんか！,cool confident swag badass slick
readmeにメールアドレス追加&小修正｡,
スイマセン・・　(πーπ)　圖圖圖圄圄圄回回回[5][6]固固　[8]　チョンボ,
（〃°°）ｙヽ　タバコナクナッチャッタ,sleepy sleep drowsy nap zzz
ムニャムニャ (-ρ-) ジュルジュル,sleepy sleep drowsy nap zzz
ヒイィィ州゜_゜;三;゜_゜州ヒイィィ,scared afraid fear terrified nervous panic panicking flustered frantic freaking out
ナミダガ・・ヽ州；_；州ノ アハハハハ,happy smile glad cheerful joy laugh laughing lol haha giggle
ウキャキャo∪> ェ <∪oウキャキャ,happy smile glad cheerful joy laugh laughing lol haha giggle
ウキャキャo∈(>●<)∋oウキャキャ,happy smile glad cheerful joy laugh laughing lol haha giggle
ウキャキャo(>(エ)<)oウキャキャ,happy smile glad cheerful joy laugh laughing lol haha giggle
ウキャキャo(>┏Д┓<)oウキャキャ,happy smile glad cheerful joy laugh laughing lol haha giggle
ウキャキャo(> x <)oウキャキャ,happy smile glad cheerful joy laugh laughing lol haha giggle
ウキャキャo／(>ω<)＼oウキャキャ,happy smile glad cheerful joy laugh laughing lol haha giggle
～・_・～ ツキニカワッテオシオキヨ！,
(ﾉ゜o゜)ﾉ ｵｵｵｵｫｫｫｫｫｫ-,surprised shocked shock wow startled
(ノ゜＠＠゜)ノオオオオォォォォォォ-,surprised shocked shock wow startled
(o゜◇゜)ゝォォオオオイイイィィ!!,happy smile glad cheerful joy greeting hello hi wave welcome
(oﾟ◇ﾟ)ゝｫｫｵｵｵｲｲｲｨｨ!!,happy smile glad cheerful joy greeting hello hi wave welcome
Ｚｚｚ (￣～￣) (寝言をいれてネ),sleepy sleep drowsy nap zzz
目がシュパシュパする(・＠＠ゞゴシゴシ,sleepy sleep drowsy nap zzz
州(-)_(-)州ゞ 目がハレボッタイ,sleepy sleep drowsy nap zzz
ムニャムニャ∪- ェ -∪ジュルジュル,sleepy sleep drowsy nap zzz
ムニャムニャ∈(-●-)∋ジュルジュル,sleepy sleep drowsy nap zzz
目がシュパシュパする∈(・●ゞゴシゴシ,sleepy sleep drowsy nap zzz
ムニャムニャ(-(エ)-)ジュルジュル,sleepy sleep drowsy nap zzz
ムニャムニャ(-┏Д┓-)ジュルジュル,sleepy sleep drowsy nap zzz
ムニャムニャ(- x -)ジュルジュル,sleepy sleep drowsy nap zzz
ムニャムニャ／(-ω-)＼ジュルジュル,sleepy sleep drowsy nap zzz
目がシュパシュパする／(・ωゞゴシゴシ,sleepy sleep drowsy nap zzz
ファイト♪”Q。州・_・。州 パタパタ,happy smile glad cheerful joy cheer up encourage support you got this fight
|||wΦ||| 化け猫ゲゲゲの鬼太郎,
m{0\0}屮 仮面ライダーフランケン,
│≧　□　≦│_≦)　キャハハヌリカベ,
|||ε￣||| ニヤリゲゲゲの鬼太郎,
|||εё||| 女の子ゲゲゲの鬼太郎,
|||ェΘ||| パンダゲゲゲの鬼太郎,
│▼　□　▼│_・)　グラサンヌリカベ,
m{o|o}屮 ウルトラマンフランケン,
ウキャ？州。。；州 州；。。州ウキャ？,doubt suspicious skeptical hmm side eye
(人ω｀*)ｲｯﾃﾗｯｼｬｲ、ｱﾅﾀ♪,
|トイレ|∇δ;)ゞ モラシチャッタ♪,happy smile glad cheerful joy
Σ（゜▼゜ｌｌｌ；Σ）ひぃぃぃぃぃぃ～,
メモハリツケッ (*δ。δ)ノ□ペタッ,writing note study pen taking notes
８(*＾＾*)８サザエでございま～す♪,happy smile glad cheerful joy
。δ_δ。)ノ⌒凹ポイッ トランクス♪,
イナイイナイ＼【・ Ｏ ・】／バァァア,happy smile glad cheerful joy cheer up encourage support you got this fight
＼(￣∇＼)ｱｯﾁｲｯﾀﾘ･･･(ﾉ∇￣)ﾉｺｯﾁｲｯﾀﾘ ｱｯﾁ、ｺｯﾁ♪,happy smile glad cheerful joy
テンパラナイヨー 囗囗囗固固固圈圈圈囚圀 ／(≡ノ　x　；≡)＼シクシク．．,device phone computer gadget
テンパラナイヨー 囗囗囗固固固圈圈圈囚圀 ((=ノ ェ ；=))シクシク．．,device phone computer gadget
テンパラナイヨー 囗囗囗固固固圈圈圈囚圀 ⊂((〃ノ⊥；〃))⊃シクシク．．,device phone computer gadget
おめでたサリンスプレー(・ω・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(ΦwΦ)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(・Ω・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(￣w￣)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(・_・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(・Θ・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(⌒_⌒)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー<’◇’>ｒ鹵~＜巛巛巛<゜ロ゜ノ>ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(0\0)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(・皿・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(≧_≦)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー('_')ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(・∀・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(∩_∩)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(￣_￣)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(・ё・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー川・皿・川ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(ё_ё)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(・.・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(ΘェΘ)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(・⊇・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー|・_・|ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー【・▽・】ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(・!・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(▼_▼)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(・ж・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(・〓・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(o|o)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
おめでたサリンスプレー(・ρ・)ｒ鹵~＜巛巛巛(゜ロ゜ノ)ノヒイィィ！！,happy smile glad cheerful joy greeting hello hi wave welcome
チートイツ 圃圃囹囹囿囿囮囮囹囹圀圀圖圖 ／(≡；´　x　`≡)＼>フゥ,device phone computer gadget
チートイツ 圃圃囹囹囿囿囮囮囹囹圀圀圖圖 ((=；´ ェ `=))>フゥ,device phone computer gadget
チートイツ 圃圃囹囹囿囿囮囮囹囹圀圀圖圖 ⊂((〃；´⊥`〃))⊃>フゥ,device phone computer gadget
ﾕｻﾕｻ(つ；△；)つ起きてよぉ…,
"おはようございます(*ˊᗜˋ)ﾉ""",happy smile glad cheerful joy greeting hello hi wave welcome
┌(￣０￣）┐ウオーホッホッホッホ,angry mad rage furious annoyed
(ξ^∇^ξ) ホホホホホホホホホ,smug smirk proud gloating lenny laugh laughing lol haha giggle tease teasing joking tongue out playful
ワカリマセン　（￣ー￣；∂ポリポリ,
ψ(｀∇´)ψ ウキョキョキョキョ,cute kawaii adorable sweet lovely bear teddy animal creature
∪゜ ェ  ゜∪ブヒャヒャヒャヒャ,happy smile glad cheerful joy
∈(゜● ゜)∋ブヒャヒャヒャヒャ,happy smile glad cheerful joy
(゜(エ) ゜)ブヒャヒャヒャヒャ,happy smile glad cheerful joy
(゜┏Д┓ ゜)ブヒャヒャヒャヒャ,happy smile glad cheerful joy
(゜ x  ゜)ブヒャヒャヒャヒャ,happy smile glad cheerful joy
／(゜ω ゜)＼ブヒャヒャヒャヒャ,happy smile glad cheerful joy
ｍ（．＿．）ｍアリガトウゴザイマス,
